rank,work_id,title,year,venue,last_author,citation_count_work,cites_per_year,ultra_core,citation_link_strength,citation_role,corpus_in_degree,corpus_out_degree,citation_total_degree,k_core,pagerank_percentile,primary_community_label,confidence,n_authors,is_consortium
564,work_ab37741d2cf051d8,Neuronal Morphological Model-Driven Image Registration for Serial Electron Microscopy Sections,2022.0,Frontiers in Human Neuroscience,Hua Han,1,0.2,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.2389169100079639,Xiaoyin Chen / Yonggang Wang,0.95,4,False
565,work_15637f799663d649,A Geometric Chung Lu model and the Drosophila Medulla connectome,2021.0,J. Complex Networks,Franklin Kenter,1,0.17,False,,no_graph,,,,,,S. Agarwala / Franklin Kenter,0.88,2,False
566,work_72b1d33f49042f77,Multi-Scale Imaging of Connectomes With Photons and Electrons,2021.0,Microscopy and Microanalysis,W. Lee,1,0.17,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.3820015927794,H. Sebastian Seung / G. Jefferis,0.97,1,False
567,work_5f688ca781118001,Neuronal circuitry underlying female aggression in Drosophila,2020.0,bioRxiv,G. Rubin,1,0.14,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.6387045394212901,J. Lichtman / Hanspeter Pfister,0.9,10,False
568,work_88c223f0b82f20de,High-Throughput Image Alignment for Connectomics using Frugal Snap Judgments,2020.0,IEEE Conference on High Performance Extreme Computing,Sarah Wooders,1,0.14,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.3618263870453942,J. Lichtman / Hanspeter Pfister,0.97,3,False
569,work_37e566981828c484,Semi-Supervised Learning for Electron Microscopy Image Segmentation,2019.0,AAAI Conference on Artificial Intelligence,Satoshi Kurihara,1,0.12,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.1566233076718874,Eichi Takaya / Yusuke Takeichi,0.93,4,False
570,work_67ec217a66cb4c18,Integration of Odor-Induced Activity of Kenyon Cells in an Electrotonically Compact Drosophila Mushroom Body Output Neuron (MBON),2019.0,bioRxiv,E. Niebur,1,0.12,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.2200690204406689,Omar A. Hafez / Benjamin Escribano,0.95,4,False
571,work_af5e34e38d50302d,Whitening of odor representations by specific network connectivity,2019.0,bioRxiv,R. Friedrich,1,0.12,False,weak,broker,1.0,1.0,2.0,2.0,0.7794000530926467,M. Helmstaedter / Winfried Denk,0.96,2,False
572,work_0e66a351d16a93f6,Serial Thick Section Gas Cluster Ion Beam Scanning Electron Microscopy,2018.0,Microscopy and Microanalysis,H. Hess,1,0.11,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.5954340323865145,J. Lichtman / Hanspeter Pfister,0.94,5,False
573,work_324fa11700fbfc52,Breaking Barriers of FIB-SEM for Large Volume Connectomics and Cell Biology,2018.0,Microscopy and Microanalysis,H. Hess,1,0.11,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.2628086010087603,J. Lichtman / Hanspeter Pfister,0.95,5,False
574,work_caded82b4ff6f38b,The Feeding Connectome: Convergence of Monosynaptic and Polysynaptic Sensory Paths onto Common Motor Outputs,2018.0,bioRxiv,M. Pankratz,1,0.11,False,moderate,only_out,0.0,6.0,6.0,6.0,0.2253782851075126,Albert Cardona / J. Vogelstein,0.97,10,False
575,work_6f3fa2fad7e314ab,Strong connectivity and its applications,2016.0,arXiv.org,P. Daugulis,1,0.09,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.221661799840722,P. Daugulis,0.95,1,False
576,work_7881b883406a7ba1,SANTIAGO: Spine Association for Neuron Topology Improvement and Graph Optimization,2016.0,arXiv.org,Gregory Hager,1,0.09,False,moderate,only_out,0.0,5.0,5.0,5.0,0.4597823201486594,Albert Cardona / J. Vogelstein,0.94,4,False
577,work_19484211ce0ace31,Automatic Annotation of Axoplasmic Reticula in Pursuit of Connectomes using High-Resolution Neural EM Data,2014.0,arXiv.org,M. Kazhdan,1,0.08,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.6663127156888771,Albert Cardona / J. Vogelstein,0.97,11,False
578,work_ada5825461aa0d49,Large-scale EM Analysis of the Drosophila Antennal Lobe with Automatically Computed Synapse Point Clouds,2015.0,,Stephen M. Plaza,1,0.08,False,moderate,broker,1.0,4.0,5.0,5.0,0.7706397663923547,J. Lichtman / Hanspeter Pfister,0.96,10,False
579,work_6f4a1e86d4d301f0,Lethality of complex neuronal network in Caenorhabditis elegans nervous system based on cell attacks,2012.0,BMC Neuroscience,Jaeseung Jeong,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.3241306079108043,J. Lichtman / Hanspeter Pfister,0.95,3,False
580,work_6a4062cfbeae56d4,Investigating dynamical properties of the Caenorhabditis elegans connectome through full-network simulations,2013.0,BMC Neuroscience,J. Kutz,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3835943721794531,Oliver Hobert / Steven J. Cook,0.95,3,False
581,work_fa051e7c13eddea6,The micron-scale structural organization of hippocampal area CA1 neuropil,2014.0,,Y. Mishchenko,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.1847624104061587,Albert Cardona / J. Vogelstein,0.92,1,False
582,work_37f1613cec20c6f3,Optimal Preparation of Drosophila Brain Samples for FIB-SEM,2018.0,Microscopy and Microanalysis,I. Meinertzhagen,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.3079373506769312,J. Lichtman / Hanspeter Pfister,0.95,5,False
583,work_a5f954f4563fcfc9,Flexible Learning-Free Segmentation and Reconstruction for Sparse Neuronal Circuit Tracing,2018.0,bioRxiv,W. Scheirer,0,0.0,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.91,12,False
584,work_6d9c40189ef26091,Using MicroCT to evaluate stain penetration and establish fiducial marks for high throughput electron microscopy.,2019.0,Microscopy and Microanalysis,N. D. da Costa,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3111229094770374,H. Sebastian Seung / G. Jefferis,0.97,9,False
585,work_fb24e2e7796cd54c,Skeleton-based image registration of serial electron microscopy sections,2019.0,Medical Imaging,Hua Han,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.5224316432174144,Xiaoyin Chen / Yonggang Wang,0.91,4,False
586,work_1f27324e7bc99178,Combined membrane potential imaging and connectome of behavioral circuits in an annelid worm,2020.0,,D. Wagenaar,0,0.0,False,strong,only_out,0.0,19.0,19.0,11.0,0.0212370586673745,Xiaoyin Chen / Yonggang Wang,0.95,7,False
587,work_4d8693046463c36c,Capillary-Based and Stokes-Based Trapping of Serial Sections for Scalable 3D-EM Connectomics,2020.0,eNeuro,C. Forest,0,0.0,False,moderate,only_out,0.0,9.0,9.0,7.0,0.1319352269710645,H. Sebastian Seung / G. Jefferis,0.94,7,False
588,work_a320701d0a564ec0,FlyBrainLab: Accelerating the Discovery of the Functional Logic of the Drosophila Brain in the Connectomic/Synaptomic Era,2020.0,bioRxiv,Yiyin Zhou,0,0.0,False,moderate,only_out,0.0,5.0,5.0,5.0,0.3421821077780727,Xiaoyin Chen / Yonggang Wang,0.93,4,False
589,work_ce654d123974b672,Statistical analysis of unidirectional and reciprocal chemical connections in the C. elegans connectome,2020.0,European Journal of Neuroscience,A. Goltsev,0,0.0,False,moderate,only_out,0.0,3.0,3.0,3.0,0.6132200690204407,E. A. P. Wright / A. Goltsev,0.94,2,False
590,work_128b379bcd5dd487,A distributed dopamine-gated circuit underpins reproductive state-dependent behavior in Drosophila females,2021.0,,Ilona C. Grunwald Kadow,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.0252190071675073,K. Siju / Ilona C. Grunwald Kadow,0.93,10,False
591,work_1363cb9e1703f6be,Ultrastructural readout of in vivo synaptic activity for functional connectomics,2021.0,bioRxiv,M. Häusser,0,0.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.0637111760021237,M. Helmstaedter / Winfried Denk,0.96,9,False
592,work_726f94c3a68b3ac1,Evidence of wiring development processes from the connectome of adult Drosophila,2021.0,bioRxiv,Louis K. Scheffer,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.2636049907087868,J. Lichtman / Hanspeter Pfister,0.95,1,False
593,work_8e59f780b29835c3,Correction of topological errors in automated traces of neurites,2021.0,Medical Imaging,A. Stepanyants,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.2718343509423945,Xiaoyin Chen / Yonggang Wang,0.9,3,False
594,work_90c276cad38cdf4d,High speed volumetric imaging for brain connectomics,2021.0,,S. Chu,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.1754711972391823,James R. Anderson / Bryan William Jones,0.88,1,False
595,work_1d22c9e3717e855b,Ultrastructure of synaptic connectivity within sub-regions of the SCN revealed by genetically encoded EM tag and SBEM,2022.0,bioRxiv,Satchidananda Panda,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.441730820281391,Xiaoyin Chen / Yonggang Wang,0.94,10,False
596,work_270d1e87908e8ca8,The Understanding of ON-Edge Motion Detection Through the Simulation Based on the Connectome of Drosophila's Optic Lobe,2022.0,J. Robotics Mechatronics,R. Kanzaki,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.3984603132466153,Munehiro Hayashi / R. Kanzaki,0.94,4,False
597,work_2e7057c9bdb34818,Bisected graph matching improves automated pairing of bilaterally homologous neurons from connectomes,2022.0,bioRxiv,J. Vogelstein,0,0.0,False,strong,only_out,0.0,11.0,11.0,9.0,0.0002654632333421,Albert Cardona / J. Vogelstein,0.89,4,False
598,work_3f0421e54f4413e8,The synaptic organization in the C. elegans neural network suggests significant local compartmentalized computations,2022.0,bioRxiv,Alon Zaslaver,0,0.0,False,moderate,only_out,0.0,7.0,7.0,5.0,0.0568091319352269,Oliver Hobert / Steven J. Cook,0.94,4,False
599,work_6b01449f8fe56fb3,Circuit remodeling during development shapes the human foveal midget connectome for high visual acuity.,2022.0,Journal of Vision,Chi Zhang,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.1433501460047783,H. Sebastian Seung / G. Jefferis,0.97,1,False
600,work_86cd31cad4541bb3,The S-cone connectome of the primate retina.,2022.0,Journal of Vision,Sara S. Patterson,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.2776745420759224,James R. Anderson / Bryan William Jones,0.97,1,False
601,work_94d4d1383861b33a,Building a Volume EM Atlas of Whole Cells and Tissues with Enhanced FIB-SEM,2022.0,Microscopy and Microanalysis,C. Xu,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3758959384125299,J. Lichtman / Hanspeter Pfister,0.88,1,False
602,work_252fbf1a961aaf60,Efficient Search for Circuit Structure by ‘Smooth-Index’ Matrix-Reordering,2023.0,bioRxiv,Winfried Denk,0,0.0,False,moderate,only_out,0.0,7.0,7.0,5.0,0.4770374303159012,H. Sebastian Seung / G. Jefferis,0.9,2,False
603,work_4cf7859925bc6f52,Real-time Image Deblurring to Improve Throughput of Serial-Section Volume Electron Microscopy for Neural Connectomic Studies.,2023.0,Microscopy and Microanalysis,D. Wei,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3095301300769843,J. Lichtman / Hanspeter Pfister,0.94,5,False
604,work_6c667e4590ab2a67,Converting Biological Neural Networks to DAGs: Evaluation of Customized Algorithms on C. Elegans,2023.0,2023 IEEE MIT Undergraduate Research Technology Conference (URTC),Benjamin Li,0,0.0,False,moderate,only_out,0.0,3.0,3.0,3.0,0.6174674807539156,Xiaoyin Chen / Yonggang Wang,0.95,1,False
605,work_8bdf85c08ec8653d,Invited Session III: Diversity in chromatic processing across the animal kingdom: Comparative connectomics reveals noncanonical wiring for color vision in human foveal retina.,2023.0,Journal of Vision,Yeon Jin Kim,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.2174143881072471,M. Helmstaedter / Winfried Denk,0.97,1,False
606,work_e8e5867174466a8b,Thickness Estimation of Biological Tissue Sections from Structural Deformation,2023.0,2023 6th International Conference on Information Communication and Signal Processing (ICICSP),Hua Han,0,0.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.4035041146801168,Xiaoyin Chen / Yonggang Wang,0.89,5,False
607,work_1270a34816664cc4,"IMPACT OF ALZHEIMER’S DISEASE ON SUPRACHIASMATIC NUCLEUS CONNECTIVITY, SLEEP REGULATION, AND CIRCADIAN RHYTHM",2024.0,Innovation in aging,Satchidananda Panda,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.2062649323068755,Xiaoyin Chen / Yonggang Wang,0.95,8,False
608,work_3ab7d874f89ab83f,Wavenumber-dependent transmission of subthreshold waves on electrical synapses network model of Caenorhabditis elegans,2024.0,bioRxiv,Sangyeol Kim,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.0921157419697372,J. Lichtman / Hanspeter Pfister,0.92,3,False
609,work_4d00298c33d3d45c,Recurrent connections enable point attractor dynamics and dimensionality reduction in a connectome-constrained model of the insect learning center,2024.0,bioRxiv,Brian S. Robinson,0,0.0,False,moderate,only_out,0.0,6.0,6.0,6.0,0.1948500132731616,Albert Cardona / J. Vogelstein,0.94,8,False
610,work_8fdabecbe4e2c04e,UniSPAC: A Unified Segmentation Framework for Proofreading and Annotation in Connectomics,2024.0,bioRxiv,Chunfeng Song,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.370321210512344,H. Sebastian Seung / G. Jefferis,0.91,8,False
611,work_92dec379d1c56f26,"Modularity, Hierarchical Flows and Symmetry of the Drosophila Connectome",2024.0,,R. Sahasrabuddhe,0,0.0,False,,no_graph,,,,,,Peter Grindrod / R. Sahasrabuddhe,0.88,3,False
612,work_b64e797daab8dabf,Bilateral Symmetry and Asymmetry in the C. elegans Connectome: A Graph-Theoretic Analysis based on Redundancy Measures,2024.0,bioRxiv,Jaeseung Jeong,0,0.0,False,,no_graph,,,,,,Jaeseung Jeong / Jerald D. Kralik,0.94,4,False
613,work_c61795d759331bd4,Modular organization of synapses within a neuromere for distinct axial locomotion in Drosophila larvae,2024.0,bioRxiv,H. Kohsaka,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.2861693655428723,Albert Cardona / J. Vogelstein,0.91,3,False
614,work_fbf91a06dcaae45b,Inferring community architectures of multisensory pathways in Drosophila via unsupervised network embedding,2024.0,bioRxiv,F. Komaki,0,0.0,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.92,2,False
615,work_11708302632c43f1,Unveiling and Steering Connectome Organization with Interpretable Latent Variables,2025.0,arXiv.org,Guozhang Chen,0,0.0,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.91,3,False
616,work_138205744e23415e,"Volume Electron Microscopy of Cortical Organoids: Methods for Region Identification, Connectome Reconstruction, and Organelle Segmentation",2025.0,bioRxiv,Marina Boido,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.287231218476241,Javier DeFelipe / Michael W. Reimann,0.94,9,False
617,work_1d7b3131ed780fc1,Measuring the functional complexity of nanoscale connectomes: polarity matters,2025.0,bioRxiv,Carey E. Priebe,0,0.0,False,moderate,only_out,0.0,9.0,9.0,6.0,0.3355455269445181,Albert Cardona / J. Vogelstein,0.95,10,False
618,work_212bf25a53f211bd,Polyadic synapses introduce unique wiring architectures in T5 cells of Drosophila,2025.0,bioRxiv,Alexander Borst,0,0.0,False,moderate,only_out,0.0,3.0,3.0,3.0,0.4040350411468011,H. Sebastian Seung / G. Jefferis,0.95,2,False
619,work_249e338ceaff8555,Predicting Neural Activity from Connectome Embedding Spaces,2025.0,bioRxiv,S. Mihalas,0,0.0,False,moderate,only_out,0.0,7.0,7.0,6.0,0.281391027342713,H. Sebastian Seung / G. Jefferis,0.94,3,False
620,work_2732032b9e6241eb,Cross-modal cell nucleus point clouds non-rigid registration for multiscale brain structure analysis,2025.0,Briefings Bioinform.,Hua Han,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.2163525351738784,Xiaoyin Chen / Yonggang Wang,0.9,4,False
621,work_2c3d7740e61c43c2,Decoding neuronal wiring by joint inference of cell identity and synaptic connectivity,2025.0,bioRxiv,Richard S. Mann,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.6238385983541279,Oliver Hobert / Steven J. Cook,0.93,7,False
622,work_2f671ade1d1c2e2c,Sexually-dimorphic neurons in the Drosophila whole-brain connectome,2025.0,Research Square,M. Murthy,0,0.0,False,strong,only_out,0.0,12.0,12.0,9.0,0.5083620918502787,H. Sebastian Seung / G. Jefferis,0.94,21,True
623,work_2fe794228645ab5f,Emergence of clustered synapses during the development of a nervous system,2025.0,bioRxiv,Alon Zaslaver,0,0.0,False,moderate,only_out,0.0,8.0,8.0,7.0,0.3981948500132731,Oliver Hobert / Steven J. Cook,0.9,3,False
624,work_333df38005e93b84,A distribution-aware semi-supervised pipeline for cost-effective neuron segmentation,2025.0,bioRxiv,Hua Han,0,0.0,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.96,6,False
625,work_339286588e4c34ee,Connectomic analysis of astrocyte-synapse interactions in the cerebral cortex,2025.0,bioRxiv,M. Helmstaedter,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.4669498274488983,M. Helmstaedter / Winfried Denk,0.95,3,False
626,work_354df85e2024b100,Descending neurons integrate learnt information from mushroom body with context to promote escape behaviour,2025.0,bioRxiv,Marta Zlatic,0,0.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.3634191664454473,Albert Cardona / J. Vogelstein,0.96,5,False
627,work_459f1826c547937f,Feedforward Ordering in Neural Connectomes via Feedback Arc Minimization,2025.0,arXiv.org,Soroush Vahidi,0,0.0,False,,no_graph,,,,,,Soroush Vahidi,0.9,1,False
628,work_5abec42a57c2d02e,Probing circuit mechanisms of feature selectivity in mouse visual cortex through synaptic-resolution connectomics,2025.0,bioRxiv,A. Sanzeni,0,0.0,False,strong,only_out,0.0,11.0,11.0,9.0,0.3873108574462437,Victor Buendía / A. Sanzeni,0.94,3,False
629,work_69f2e6e2a29366b5,Horizontal cell connectivity in the anchovy retina—a 3D electron microscopic study,2025.0,BMC Biology,M. Heß,0,0.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.3867799309795593,M. Heß / G. Wanner,0.97,6,False
630,work_a65fd84f5ad30482,Synthesis of Ground Truth for Neuronal Segmentation,2025.0,eScience,M. Papka,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.6718874435890629,J. Lichtman / Hanspeter Pfister,0.94,4,False
631,work_a6e8ffd247b8379d,Random Access Segmentation Volume Compression for Interactive Volume Rendering,2025.0,Computer graphics forum (Print),Carsten Dachsbacher,0,0.0,False,,no_graph,,,,,,M. Piochowiak / Carsten Dachsbacher,0.82,3,False
632,work_a8f8c04de8f90a09,MACS: Multi Domain Adaptation Enables Accurate Connectomics Segmentation,2025.0,bioRxiv,Md. Shamsuzzoha Bayzid,0,0.0,False,moderate,only_out,0.0,7.0,7.0,7.0,0.233342182107778,Aindrila Saha / Abrar Rahman Abir,0.96,3,False
633,work_b00454c3eed4e13f,Optimization of connectome weights for a neural network model generating both forward and backward locomotion in C. elegans,2025.0,bioRxiv,Sangyeol Kim,0,0.0,False,strong,only_out,0.0,10.0,10.0,7.0,0.1937881603397929,J. Lichtman / Hanspeter Pfister,0.94,2,False
634,work_b13274c306e3faaa,Population Morphology Implies a Common Developmental Blueprint for Drosophila Motion Detectors,2025.0,bioRxiv,Alexander Borst,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.6687018847889568,H. Sebastian Seung / G. Jefferis,0.92,3,False
635,work_c23677e9a896aab1,SynAnno: Interactive Guided Proofreading of Synaptic Annotations,2025.0,bioRxiv,D. Wei,0,0.0,False,strong,only_out,0.0,21.0,21.0,11.0,0.5184496947172816,J. Lichtman / Hanspeter Pfister,0.97,6,False
636,work_c422469eca54b052,Towards 1000-fold Electron Microscopy Image Compression for Connectomics via VQ-VAE with Transformer Prior,2025.0,arXiv.org,Y. Meirovitch,0,0.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.1884788956729493,J. Lichtman / Hanspeter Pfister,0.94,5,False
637,work_cca2544e722815fe,MExConn: A Mechanistically Interpretable Multi-Expert Framework for Multi-Organelle Segmentation in Connectomics,2025.0,bioRxiv,Md. Shamsuzzoha Bayzid,0,0.0,False,moderate,only_out,0.0,5.0,5.0,5.0,0.2237855057074595,Aindrila Saha / Abrar Rahman Abir,0.95,6,False
638,work_ce03d570e1504336,NeuroADDA: Active Discriminative Domain Adaptation in Connectomic,2025.0,arXiv.org,N. Shavit,0,0.0,False,moderate,only_out,0.0,6.0,6.0,6.0,0.2758162994425272,J. Lichtman / Hanspeter Pfister,0.93,4,False
639,work_e7eced2fd69b5614,A connectomics-driven analysis reveals novel characterization of border regions in mouse visual cortex,2025.0,bioRxiv,N. Shavit,0,0.0,False,moderate,only_out,0.0,5.0,5.0,5.0,0.5142022829838068,J. Lichtman / Hanspeter Pfister,0.94,5,False
640,work_f547350e8b5ab482,Hunger Recruits a Parallel Circuit Encoding Alcohol Reward,2025.0,bioRxiv,K. Kaun,0,0.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.250862755508362,Albert Cardona / J. Vogelstein,0.9,8,False
641,work_f860e169d115e52a,Connectivity Is All You Need: Inferring Neuronal Types with NTAC,2025.0,bioRxiv,Arie Matsliah,0,0.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.329439872577648,H. Sebastian Seung / G. Jefferis,0.97,4,False
642,work_00c9ebcec8853471,Physical contact reveals a hidden layer of cortical architecture,2026.0,bioRxiv,Brock Andrew Wester,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.4794265994159808,Albert Cardona / J. Vogelstein,0.96,15,False
643,work_118a0b13d2e80966,ConnectomeBench2: A Unified Benchmark for Automated Connectomic Proofreading,2026.0,arXiv.org,Edward S. Boyden,0,0.0,False,strong,only_out,0.0,23.0,23.0,11.0,0.3806742766126891,Albert Cardona / J. Vogelstein,0.97,4,False
644,work_17515b46569c966d,Volumetric denoising enables high-throughput volume electron microscopy and efficient downstream analysis.,2026.0,Cell Reports Methods,Yunfeng Hua,0,0.0,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.9,9,False
645,work_1870559fa982c641,Connectomic analysis reveals the axial circuit for self-righting posture control in Drosophila,2026.0,bioRxiv,C. Alonso,0,0.0,False,moderate,only_out,0.0,3.0,3.0,3.0,0.6315370321210513,Albert Cardona / J. Vogelstein,0.95,5,False
646,work_195db71f4514fb42,Topological Origin of the Diversity of Timescales in Recurrent Neural Circuits,2026.0,,S. Suweis,0,0.0,False,moderate,only_out,0.0,5.0,5.0,3.0,0.1898062118396602,M. Helmstaedter / Winfried Denk,0.94,5,False
647,work_2aa86c956dc4b3e6,A comprehensive mechanosensory connectome reveals a somatotopically organized neural circuit architecture controlling stimulus-aimed grooming of the Drosophila head,2026.0,eLife,A. Seeds,0,0.0,False,strong,only_out,0.0,11.0,11.0,8.0,0.6097690469869923,H. Sebastian Seung / G. Jefferis,0.96,5,False
648,work_2f0f73920e21ef45,Mitotic lineage adds predictive information beyond cell type in the C. elegans connectome,2026.0,bioRxiv,K. Kording,0,0.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.5821608707194054,Albert Cardona / J. Vogelstein,0.91,3,False
649,work_32511d828fc70ade,Connectome-scale self-supervised representation learning reveals neuronal organization beyond canonical labels,2026.0,bioRxiv,Ruobing Zhang,0,0.0,False,strong,only_out,0.0,10.0,10.0,8.0,0.5033182904167772,Xiaoyin Chen / Yonggang Wang,0.95,4,False
650,work_397f26a63b62d9c9,Eyewire II – A connectomic resource for resolving cell types and circuits of the mouse retina,2026.0,bioRxiv,Iibdgc Consortium,0,0.0,False,strong,only_out,0.0,15.0,15.0,6.0,0.3291744093443058,M. Helmstaedter / Winfried Denk,0.97,27,True
651,work_3bbd2ba2336e3d65,The larval Drosophila mushroom body balances lateralized sensing and interhemispheric integration,2026.0,bioRxiv,A. Samuel,0,0.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.5460578709848686,J. Lichtman / Hanspeter Pfister,0.95,3,False
652,work_3f9932d1eb0e6de5,Thermodynamic connectivity reveals functional specialization and multiplex organization of extrasynaptic signaling,2026.0,,El-kaioum M. Moutuou,0,0.0,False,strong,only_out,0.0,12.0,12.0,10.0,0.1274223520042474,Habib Benali / El-kaioum M. Moutuou,0.94,3,False
653,work_4236ab9af81677cb,Weight distributions in the fruit-fly and the mouse connectomes,2026.0,bioRxiv,Géza Ódor,0,0.0,False,moderate,only_out,0.0,7.0,7.0,5.0,0.2928059463764269,J. Lichtman / Hanspeter Pfister,0.92,3,False
654,work_42ac0b1d50535d45,Signed motif analysis of the Caenorhabditis elegans neuronal network reveals positive feedforward and negative feedback loops,2026.0,bioRxiv,B. Fenyves,0,0.0,False,strong,only_out,0.0,21.0,21.0,10.0,0.373241306079108,Gábor S. Szilágyi / Zsolt Vassy,0.9,5,False
655,work_49cdb39886a56ede,Developmental patterns of the C. elegans neural circuits using community detection.,2026.0,Neuroscience,He Liu,0,0.0,False,moderate,only_out,0.0,6.0,6.0,6.0,0.1114945580037164,J. Lichtman / Hanspeter Pfister,0.89,5,False
656,work_4c544b6c1513bcca,Connectome analysis reveals brainwide visual processing in Drosophila,2026.0,bioRxiv,Anmo J Kim,0,0.0,False,strong,only_out,0.0,18.0,18.0,8.0,0.349880541544996,Xiaoyin Chen / Yonggang Wang,0.94,2,False
657,work_4cd80a02170f62bd,Energy-efficient information processing and eligibility-trace plasticity in the Drosophila optic lobe connectome,2026.0,Scientific Reports,Siddharth Panwar,0,0.0,False,,no_graph,,,,,,Nalin Dhiman / Siddharth Panwar,0.93,2,False
658,work_50997c68f9311844,Hippocampal CA3 connectomics reveals a gradient of mossy fiber inputs and selective feedforward inhibition onto pyramidal cells.,2026.0,Nature Neuroscience,David W. Tank,0,0.0,False,strong,only_out,0.0,10.0,10.0,7.0,0.3286434828776214,H. Sebastian Seung / G. Jefferis,0.96,15,False
659,work_535320495abd46fc,"Deep conservation of head direction circuits in bees, ants and flies",2026.0,bioRxiv,Stanley Heinze,0,0.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.3209450491106981,H. Sebastian Seung / G. Jefferis,0.95,14,False
660,work_5424739399820eb4,Peripheral anatomy and central connectivity of proprioceptive sensory neurons in the Drosophila wing,2026.0,eLife,John C. Tuthill,0,0.0,False,strong,only_out,0.0,11.0,11.0,8.0,0.4340323865144677,H. Sebastian Seung / G. Jefferis,0.93,3,False
661,work_5fab3e4a6f687f3d,Developmental Continuity of Brain Network Core Organization in C. elegans,2026.0,bioRxiv,Aradhana Singh,0,0.0,False,strong,only_out,0.0,12.0,12.0,9.0,0.6002123705866738,James R. Anderson / Bryan William Jones,0.88,2,False
662,work_600f533bc97ab74c,Convergence-divergence circuits for multimodal integration of innate and learned opponent valences,2026.0,Frontiers in Systems Neuroscience,Yi Sun,0,0.0,False,strong,only_out,0.0,15.0,15.0,11.0,0.19830103530661,Xiaoyin Chen / Yonggang Wang,0.89,8,False
663,work_671e972c0bf9c3e6,Scalable Comparative Connectomics: Interpretable Machine Learning Reveals Evolutionary Signatures and Reconstruction Artifacts,2026.0,International Conference on Bioinformatics & Computational Biology,Sebastien Kawada,0,0.0,False,moderate,only_out,0.0,5.0,5.0,5.0,0.1738784178391292,Sebastien Kawada,0.97,1,False
