normalized_name_block,exact_normalized_name_match,author_id_a,author_id_b,name_a,name_b,retained_papers_a,retained_papers_b,same_name_direct_coauthor,shared_coauthor_names,coauthor_jaccard,axis_jaccard,year_overlap,classification,recommended_action
jingpeng wu,True,2281389294,2242996095,Jingpeng Wu,Jingpeng Wu,1,1,False,2,0.08,0.0,False,ambiguous_name_collision,manual_review
maurice peemen,True,2020514,2311971562,Maurice Peemen,Maurice Peemen,1,2,False,2,0.076923,0.0,False,ambiguous_name_collision,manual_review
p mcgorry,True,2141200945,2436585,P. McGorry,P. McGorry,1,1,False,2,0.076923,0.5,False,ambiguous_name_collision,manual_review
shuo chen,True,2263266213,2300201900,Shuo Chen,Shuo Chen,2,1,False,2,0.076923,1.0,True,ambiguous_name_collision,manual_review
shan xu,True,2256119796,145841883,Shan Xu,Shan Xu,3,1,False,2,0.074074,0.666667,False,ambiguous_name_collision,manual_review
s ahsan,False,2172772673,34568399,S. A. Ahsan,S. Ahsan,1,3,False,2,0.071429,1.0,False,ambiguous_name_collision,manual_review
m costa,True,2107637652,2390171988,M. Costa,M. Costa,1,1,False,2,0.068966,0.0,False,ambiguous_name_collision,manual_review
p hof,True,3807831,2258990778,P. Hof,P. Hof,5,2,False,2,0.066667,0.0,True,ambiguous_name_collision,manual_review
d essen,False,2251911694,2362299824,D. V. Essen,D. Essen,1,1,False,2,0.064516,0.0,False,ambiguous_name_collision,manual_review
r poldrack,True,145625277,2282972381,R. Poldrack,R. Poldrack,2,1,False,2,0.064516,0.333333,False,ambiguous_name_collision,manual_review
fei wang,True,2262111477,47939457,Fei Wang,Fei Wang,1,2,False,2,0.0625,0.5,False,ambiguous_name_collision,manual_review
m styner,False,143755812,2284163158,M. Styner,M.A. Styner,2,1,False,2,0.0625,0.5,False,ambiguous_name_collision,manual_review
yanqing tang,True,2260441385,4287810,Yanqing Tang,Yanqing Tang,1,2,False,2,0.0625,0.5,False,ambiguous_name_collision,manual_review
ching po lin,True,2146114946,1826530,Ching-Po Lin,Ching-Po Lin,1,2,False,2,0.060606,0.0,False,ambiguous_name_collision,manual_review
i gotlib,True,3129282,2181284419,I. Gotlib,I. Gotlib,4,1,False,2,0.057143,0.333333,False,ambiguous_name_collision,manual_review
b diehl,True,2237730001,144348368,B. Diehl,B. Diehl,1,3,False,2,0.055556,0.333333,True,ambiguous_name_collision,manual_review
glenn turner,True,34228515,2242836683,Glenn C. Turner,Glenn C. Turner,1,1,False,2,0.055556,0.5,False,ambiguous_name_collision,manual_review
m petracca,True,7347640,2056426238,M. Petracca,M. Petracca,4,1,False,2,0.055556,0.666667,False,ambiguous_name_collision,manual_review
bennett landman,True,2345543890,2254551021,Bennett A. Landman,Bennett A. Landman,4,1,False,2,0.054054,0.666667,True,ambiguous_name_collision,manual_review
s zipursky,True,2290638063,2246446990,S. Zipursky,S. Zipursky,2,1,False,2,0.054054,0.0,True,ambiguous_name_collision,manual_review
xi chen,True,2145306992,41192764,Xi Chen,Xi Chen,8,1,False,2,0.054054,0.0,True,ambiguous_name_collision,manual_review
a destexhe,True,1732060,2260347883,A. Destexhe,A. Destexhe,1,4,False,2,0.051282,0.0,True,ambiguous_name_collision,manual_review
m kringelbach,True,1988969,2277456007,M. Kringelbach,M. Kringelbach,13,1,False,2,0.051282,0.0,False,ambiguous_name_collision,manual_review
weili lin,True,144482122,2265219727,Weili Lin,Weili Lin,8,1,False,2,0.047619,0.25,False,ambiguous_name_collision,manual_review
shuo chen,True,2108807430,2032577179,Shuo Chen,Shuo Chen,2,8,False,2,0.045455,0.5,True,ambiguous_name_collision,manual_review
william gray roncal,False,119683714,2125890321,William Gray Roncal,William R. Gray-Roncal,4,1,False,2,0.042553,0.0,False,ambiguous_name_collision,manual_review
m elliott,True,2317521914,50127100,M. Elliott,M. Elliott,5,1,False,2,0.04,0.0,True,ambiguous_name_collision,manual_review
hong hsi lee,True,2118338393,2143768246,Hong-Hsi Lee,Hong-Hsi Lee,2,1,False,2,0.039216,0.0,False,ambiguous_name_collision,manual_review
d fair,True,35365511,2210996690,D. Fair,D. Fair,6,1,False,2,0.037736,0.333333,False,ambiguous_name_collision,manual_review
derek jones,True,46444576,2148396214,Derek K. Jones,Derek K. Jones,12,1,False,2,0.037037,1.0,True,ambiguous_name_collision,manual_review
michael fox,True,2299759683,2244189924,Michael D. Fox,Michael D. Fox,1,1,False,2,0.033898,1.0,False,ambiguous_name_collision,manual_review
ying luan,True,47189642,2276221720,Ying Luan,Ying Luan,2,1,False,2,0.032258,1.0,False,ambiguous_name_collision,manual_review
g deco,True,145333301,2263750702,G. Deco,G. Deco,25,1,False,2,0.03125,0.0,False,ambiguous_name_collision,manual_review
chiara maffei,True,2260322769,2351725214,Chiara Maffei,Chiara Maffei,1,3,False,2,0.030769,0.333333,True,ambiguous_name_collision,manual_review
huafu chen,True,50688836,2144144437,Huafu Chen,Huafu Chen,9,2,False,2,0.030303,0.5,False,ambiguous_name_collision,manual_review
a dagher,True,2030015,2250402256,A. Dagher,A. Dagher,11,1,False,2,0.029851,0.333333,True,ambiguous_name_collision,manual_review
r shinohara,True,2507543,2114637239,R. Shinohara,R. Shinohara,7,1,False,2,0.029851,0.333333,False,ambiguous_name_collision,manual_review
zhao feng,True,2108500231,2328061382,Zhao Feng,Zhao Feng,1,1,False,2,0.028986,1.0,False,ambiguous_name_collision,manual_review
l abbott,True,145293717,2327552391,L. Abbott,L. Abbott,4,1,False,2,0.028571,0.0,False,ambiguous_name_collision,manual_review
jonathan smallwood,True,2539844,2271011653,Jonathan Smallwood,Jonathan Smallwood,6,1,False,2,0.026316,0.333333,False,ambiguous_name_collision,manual_review
s brambati,True,145348826,2248553211,S. Brambati,S. Brambati,3,1,False,2,0.02381,1.0,False,ambiguous_name_collision,manual_review
hanchuan peng,True,2257621774,2340435,Hanchuan Peng,Hanchuan Peng,5,5,False,2,0.023529,0.333333,False,ambiguous_name_collision,manual_review
k caeyenberghs,True,3036472,2275331799,K. Caeyenberghs,K. Caeyenberghs,12,1,False,2,0.022222,0.0,False,ambiguous_name_collision,manual_review
p bellec,True,2255314644,3326631,P. Bellec,P. Bellec,2,3,False,2,0.021505,0.666667,False,ambiguous_name_collision,manual_review
hui gong,True,2253400284,2242681871,Hui Gong,Hui Gong,1,2,False,2,0.021277,1.0,True,ambiguous_name_collision,manual_review
d bassett,True,2264281,2060577779,D. Bassett,D. Bassett,21,2,False,2,0.019802,0.25,True,ambiguous_name_collision,manual_review
boris bernhardt,True,2265760505,2237555703,Boris C. Bernhardt,Boris C. Bernhardt,11,1,False,2,0.018519,0.666667,True,ambiguous_name_collision,manual_review
f castellanos,False,1981339,66851526,F. Castellanos,F. X. Castellanos,3,1,False,2,0.018519,0.5,True,ambiguous_name_collision,manual_review
d barch,False,2478230,152833019,D. Barch,D. M. Barch,14,1,False,2,0.016807,0.2,False,ambiguous_name_collision,manual_review
s lawrie,True,2133988464,144428553,S. Lawrie,S. Lawrie,2,1,False,2,0.015625,0.0,True,ambiguous_name_collision,manual_review
b biswal,True,2268929,2064348119,B. Biswal,B. Biswal,6,1,False,2,0.015267,0.5,True,ambiguous_name_collision,manual_review
harald hess,False,2237520147,2313246488,Harald F. Hess,Harald Hess,2,2,False,2,0.015267,0.0,True,ambiguous_name_collision,manual_review
s valk,True,3226086,2268372724,S. Valk,S. Valk,10,1,False,2,0.013986,0.333333,True,ambiguous_name_collision,manual_review
t erp,False,2043018584,8372643,T. Erp,T. V. Erp,2,1,False,2,0.013245,0.333333,True,ambiguous_name_collision,manual_review
zhiqiang zhang,True,12494958,2296388742,Zhiqiang Zhang,Zhiqiang Zhang,2,3,False,2,0.0125,0.666667,False,ambiguous_name_collision,manual_review
v calhoun,True,2132419391,2132419393,V. Calhoun,V. Calhoun,9,1,False,2,0.01,0.25,True,ambiguous_name_collision,manual_review
v calhoun,True,144048760,2132419393,V. Calhoun,V. Calhoun,19,1,False,2,0.009756,0.2,True,ambiguous_name_collision,manual_review
d wei,True,1766333,3249957,D. Wei,D. Wei,25,1,False,2,0.009662,0.125,True,ambiguous_name_collision,manual_review
w lee,True,2004120,2259676608,W. Lee,W. Lee,18,1,False,2,0.007782,0.0,True,ambiguous_name_collision,manual_review
p thompson,True,2412795623,2258889863,P. Thompson,P. Thompson,33,1,False,2,0.00551,0.25,False,ambiguous_name_collision,manual_review
n sastry,True,2285307632,2118998743,N. Sastry,N. Sastry,1,1,False,1,1.0,1.0,False,ambiguous_name_collision,manual_review
aradhana singh,True,2299538002,2352048678,Aradhana Singh,Aradhana Singh,1,2,False,1,0.333333,1.0,False,ambiguous_name_collision,manual_review
habib benali,True,2140226465,2323564162,Habib Benali,Habib Benali,2,1,False,1,0.333333,0.5,False,ambiguous_name_collision,manual_review
alessio franci,True,2347538015,2366591,Alessio Franci,Alessio Franci,1,1,False,1,0.25,1.0,False,ambiguous_name_collision,manual_review
guorong wu,True,2355121544,2336939877,Guorong Wu,Guorong Wu,1,1,False,1,0.25,0.0,False,ambiguous_name_collision,manual_review
lara lloret iglesias,True,2308265213,2238011034,Lara Lloret Iglesias,Lara Lloret Iglesias,1,1,False,1,0.25,0.0,False,ambiguous_name_collision,manual_review
c dovrolis,True,144734756,1687890,C. Dovrolis,C. Dovrolis,1,1,False,1,0.2,1.0,False,ambiguous_name_collision,manual_review
edward boyden,True,2260407457,2321748122,Edward S. Boyden,Edward S. Boyden,1,1,False,1,0.2,0.333333,False,ambiguous_name_collision,manual_review
jeff brown,False,48841088,2166778445,Jeff Brown,Jeff B. Brown,1,1,False,1,0.2,0.333333,False,ambiguous_name_collision,manual_review
paul watkins,True,1690648,2267060251,Paul V. Watkins,Paul V Watkins,1,1,False,1,0.2,0.0,False,ambiguous_name_collision,manual_review
bo xu,True,2293660026,2109511678,Bo Xu,Bo Xu,1,1,False,1,0.166667,1.0,False,ambiguous_name_collision,manual_review
alessandro crimi,True,2258322390,1842515,Alessandro Crimi,Alessandro Crimi,2,1,False,1,0.142857,0.333333,False,ambiguous_name_collision,manual_review
g fink,True,50055265,38644159,G. Fink,G. Fink,1,1,False,1,0.142857,0.5,False,ambiguous_name_collision,manual_review
g wanner,True,1905384,2068963605,G. Wanner,G. Wanner,1,1,False,1,0.142857,0.333333,False,ambiguous_name_collision,manual_review
jagath rajapakse,False,2332585255,3906447,Jagath C. Rajapakse,Jagath Rajapakse,2,2,False,1,0.142857,0.666667,False,ambiguous_name_collision,manual_review
xi chen,True,41192764,2268629059,Xi Chen,Xi Chen,1,2,False,1,0.142857,0.0,False,ambiguous_name_collision,manual_review
a diaconescu,True,32287416,2243904799,A. Diaconescu,A. Diaconescu,1,1,False,1,0.125,0.0,False,ambiguous_name_collision,manual_review
d klooster,True,81372272,5221490,D. Klooster,D. Klooster,1,1,False,1,0.125,0.0,False,ambiguous_name_collision,manual_review
e hong,True,3513245,2053922081,E. Hong,E. Hong,1,1,False,1,0.125,0.5,False,ambiguous_name_collision,manual_review
j griffiths,True,144002806,2267293734,J. Griffiths,J. Griffiths,1,1,False,1,0.125,0.0,False,ambiguous_name_collision,manual_review
james fitzgerald,True,40473653,2263673595,James E. Fitzgerald,James E. Fitzgerald,2,2,False,1,0.125,0.0,False,ambiguous_name_collision,manual_review
yi hao chan,True,2265592289,144971793,Yi Hao Chan,Yi Hao Chan,4,1,False,1,0.125,0.666667,False,ambiguous_name_collision,manual_review
yonggui yuan,True,2246660796,113701508,Yonggui Yuan,Yonggui Yuan,1,1,False,1,0.125,1.0,False,ambiguous_name_collision,manual_review
heng huang,True,145114933,2347484108,Heng Huang,Heng Huang,1,1,False,1,0.111111,0.333333,False,ambiguous_name_collision,manual_review
michel thiebaut de schotten,True,2998595,113957142,Michel Thiebaut de Schotten,Michel Thiebaut de Schotten,2,1,False,1,0.111111,1.0,False,ambiguous_name_collision,manual_review
yu zhang,True,2255524810,2153639050,Yu Zhang,Yu Zhang,3,1,False,1,0.111111,0.666667,False,ambiguous_name_collision,manual_review
yu zhang,True,2153635130,2251663542,Yu Zhang,Yu Zhang,3,1,False,1,0.111111,0.0,False,ambiguous_name_collision,manual_review
huafu chen,True,2144144437,2373941616,Huafu Chen,Huafu Chen,2,1,False,1,0.1,0.333333,False,ambiguous_name_collision,manual_review
hyunjin park,True,66410312,3183857,Hyunjin Park,Hyunjin Park,2,1,False,1,0.1,0.5,False,ambiguous_name_collision,manual_review
jaeseung jeong,True,2112510900,2248246906,Jaeseung Jeong,Jaeseung Jeong,2,3,False,1,0.1,1.0,False,ambiguous_name_collision,manual_review
richard axel,True,2247760196,2133888645,Richard Axel,Richard Axel,1,1,False,1,0.1,0.0,False,ambiguous_name_collision,manual_review
guorong wu,True,2255506351,2355121544,Guorong Wu,Guorong Wu,8,1,False,1,0.090909,0.666667,True,ambiguous_name_collision,manual_review
heng huang,True,145114933,2252369635,Heng Huang,Heng Huang,1,1,False,1,0.090909,0.333333,False,ambiguous_name_collision,manual_review
n schiff,True,2536346,2253785650,N. Schiff,N. Schiff,1,1,False,1,0.090909,0.0,False,ambiguous_name_collision,manual_review
s shah,False,2107525055,2338354975,S. Shah,S. A. Shah,1,1,False,1,0.090909,0.0,False,ambiguous_name_collision,manual_review
steven winter,False,2256787271,1423904035,Steven Winter,Steven N. Winter,2,1,False,1,0.090909,0.5,False,ambiguous_name_collision,manual_review
xi chen,True,2296952207,2268629059,Xi Chen,Xi Chen,1,2,False,1,0.090909,0.0,False,ambiguous_name_collision,manual_review
xinhe zhang,True,2324176899,2216298189,Xinhe Zhang,Xinhe Zhang,1,1,False,1,0.090909,1.0,False,ambiguous_name_collision,manual_review
g parker,True,37677086,2060868979,G. Parker,G. Parker,1,1,False,1,0.083333,0.0,False,ambiguous_name_collision,manual_review
hao huang,True,2238889807,2237270758,Hao Huang,Hao Huang,1,1,False,1,0.083333,1.0,False,ambiguous_name_collision,manual_review
hyunjin park,True,2257538386,3183857,Hyunjin Park,Hyunjin Park,1,1,False,1,0.083333,0.5,False,ambiguous_name_collision,manual_review
jin moo lee,True,2144683149,2273411272,Jin-Moo Lee,Jin-Moo Lee,1,1,False,1,0.083333,0.0,False,ambiguous_name_collision,manual_review
k miller,False,2168720,115860989,K. Miller,K. J. Miller,2,1,False,1,0.083333,0.5,False,ambiguous_name_collision,manual_review
robyn miller,False,30350873,2303627347,Robyn Miller,Robyn L. Miller,1,1,False,1,0.083333,0.0,False,ambiguous_name_collision,manual_review
tielin zhang,True,2952471,2363687784,Tielin Zhang,Tielin Zhang,2,1,False,1,0.083333,1.0,False,ambiguous_name_collision,manual_review
zaixu cui,True,5748552,2238653292,Zaixu Cui,Zaixu Cui,2,1,False,1,0.083333,0.333333,False,ambiguous_name_collision,manual_review
j gotman,True,2071994,2310811889,J. Gotman,J. Gotman,1,1,False,1,0.076923,0.333333,False,ambiguous_name_collision,manual_review
j hennig,True,145085351,145085347,J. Hennig,J. Hennig,1,1,False,1,0.076923,0.5,False,ambiguous_name_collision,manual_review
jefferson chen,True,2221240858,29019530,Jefferson W. Chen,Jefferson W. Chen,1,2,False,1,0.076923,1.0,False,ambiguous_name_collision,manual_review
jingpeng wu,True,2242996095,7162062,Jingpeng Wu,Jingpeng Wu,1,1,False,1,0.076923,0.0,False,ambiguous_name_collision,manual_review
m reisert,True,2780327,2344924760,M. Reisert,M. Reisert,1,1,False,1,0.076923,0.5,False,ambiguous_name_collision,manual_review
michel thiebaut de schotten,True,2998595,134382022,Michel Thiebaut de Schotten,Michel Thiebaut de Schotten,2,2,False,1,0.076923,0.0,False,ambiguous_name_collision,manual_review
paramita chakrabarty,True,3856396,2329752295,Paramita Chakrabarty,Paramita Chakrabarty,2,1,False,1,0.076923,0.333333,False,ambiguous_name_collision,manual_review
paramita chakrabarty,True,3856396,2276213802,Paramita Chakrabarty,Paramita Chakrabarty,2,1,False,1,0.076923,0.333333,False,ambiguous_name_collision,manual_review
christopher rowley,True,4295611,2353590916,Christopher D. Rowley,Christopher D. Rowley,1,1,False,1,0.071429,0.5,False,ambiguous_name_collision,manual_review
jacob tanner,False,2057075966,2260351145,Jacob C. Tanner,Jacob Tanner,3,1,False,1,0.071429,1.0,True,ambiguous_name_collision,manual_review
m ghilardi,True,2250767823,3746002,M. Ghilardi,M. Ghilardi,1,1,False,1,0.071429,1.0,False,ambiguous_name_collision,manual_review
jasmine hect,True,8058721,2248046999,Jasmine L. Hect,Jasmine L. Hect,1,1,False,1,0.066667,0.5,False,ambiguous_name_collision,manual_review
yu sun,True,2143831663,2143830693,Yu Sun,Yu Sun,1,1,False,1,0.066667,0.5,False,ambiguous_name_collision,manual_review
b yeo,False,2033767520,2377283735,B. T. Yeo,B. T. T. Yeo,1,1,False,1,0.0625,1.0,False,ambiguous_name_collision,manual_review
henrik skibbe,True,2276501783,2279067,Henrik Skibbe,Henrik Skibbe,1,1,False,1,0.0625,0.0,False,ambiguous_name_collision,manual_review
m chakravarty,True,2228020072,2271482493,M. Chakravarty,M. Chakravarty,1,1,False,1,0.0625,1.0,False,ambiguous_name_collision,manual_review
m pagani,True,2176846007,34922465,M. Pagani,M. Pagani,2,1,False,1,0.0625,0.5,False,ambiguous_name_collision,manual_review
m tisdall,True,2312051943,1805494,M. Tisdall,M. Tisdall,1,1,False,1,0.0625,1.0,False,ambiguous_name_collision,manual_review
richard brien,True,2309151381,2055441453,Richard J O'Brien,Richard J. O’Brien,1,1,False,1,0.0625,1.0,True,ambiguous_name_collision,manual_review
satchidananda panda,True,2330837285,34728396,Satchidananda Panda,Satchidananda Panda,1,2,False,1,0.0625,0.0,False,ambiguous_name_collision,manual_review
shuo chen,True,2108807430,2263266213,Shuo Chen,Shuo Chen,2,2,False,1,0.0625,1.0,False,ambiguous_name_collision,manual_review
yu ping wang,True,46394229,2256576029,Yu-ping Wang,Yu-Ping Wang,1,1,False,1,0.0625,0.0,False,ambiguous_name_collision,manual_review
g parker,True,145330855,37677086,G. Parker,G. Parker,1,1,False,1,0.058824,0.5,False,ambiguous_name_collision,manual_review
michel thiebaut de schotten,True,134382022,113957142,Michel Thiebaut de Schotten,Michel Thiebaut de Schotten,2,1,False,1,0.058824,0.0,True,ambiguous_name_collision,manual_review
p fox,False,1690619,2305866313,P. Fox,P. T. Fox,1,1,False,1,0.058824,0.0,False,ambiguous_name_collision,manual_review
shana hall,False,2311200096,24887180,Shana Hall,Shana A. Hall,1,2,False,1,0.058824,1.0,False,ambiguous_name_collision,manual_review
changsong zhou,True,2276360446,2449857,Changsong Zhou,Changsong Zhou,1,3,False,1,0.055556,0.5,False,ambiguous_name_collision,manual_review
g parker,True,145330855,2060868979,G. Parker,G. Parker,1,1,False,1,0.055556,0.0,False,ambiguous_name_collision,manual_review
marion van den heuvel,True,2391032714,32327028,Marion I. van den Heuvel,Marion I. van den Heuvel,1,1,False,1,0.055556,0.5,False,ambiguous_name_collision,manual_review
xiao jing wang,True,2118710538,2255804158,Xiao-Jing Wang,Xiao-Jing Wang,2,1,False,1,0.055556,1.0,False,ambiguous_name_collision,manual_review
e hong,True,3513245,114821918,E. Hong,E. Hong,1,1,False,1,0.052632,0.5,False,ambiguous_name_collision,manual_review
hyunjin park,True,2257538386,66410312,Hyunjin Park,Hyunjin Park,1,2,False,1,0.052632,0.333333,False,ambiguous_name_collision,manual_review
li feng,True,2152750753,2377114255,Li Feng,Li Feng,1,1,False,1,0.052632,0.0,False,ambiguous_name_collision,manual_review
p sorrentino,True,2268852455,2270498412,P. Sorrentino,P. Sorrentino,2,1,False,1,0.052632,1.0,True,ambiguous_name_collision,manual_review
